,first name,last name,job,studies,salary
31635,Virginia,Leonard,Wellsite geologist,primary,20231.765426770056
31636,Charles,Porter,Firefighter,tertiary,30364.943966943858
31637,Andrew,Gonzalez,Museum education officer,primary,18114.913507757567
31638,Tyler,Baker,Building services engineer,tertiary,29023.78549681907
31639,Curtis,Smith,"Programmer, systems",primary,18165.384601611506
31640,Jose,Johnson,Diplomatic Services operational officer,primary,17827.079368203078
31641,Joseph,Braun,Geoscientist,tertiary,31645.618970900836
31642,Justin,Zuniga,Astronomer,secondary,20157.819097029358
31643,Amy,Garcia,Chief Executive Officer,secondary,22220.035503129868
31644,Robert,Bryant,Marketing executive,primary,17750.28303746102
31645,Felicia,Mcdonald,Professor Emeritus,primary,18592.313813655885
31646,Jonathan,Roy,"Production assistant, television",primary,18253.381557209326
31647,Bradley,Chapman,Herbalist,primary,18035.747703157747
31648,Yolanda,Jensen,Health service manager,primary,17696.598381921558
31649,Cheryl,Delgado,"Surveyor, quantity",primary,19597.073901287196
31650,Leslie,Ball,Trade mark attorney,secondary,22128.423054555733
31651,Veronica,Villanueva,Multimedia specialist,primary,17148.00512335424
31652,Lori,Costa,Science writer,primary,16740.94729868613
31653,Ryan,Ramirez,Equities trader,tertiary,29621.114693324227
31654,Michael,Wilson,Product/process development scientist,primary,19747.107444111894
31655,Angela,Jackson,Editorial assistant,tertiary,30614.226621927457
31656,Ashley,Mendoza,"Engineer, agricultural",primary,18484.579003142437
31657,Travis,Farmer,Personal assistant,primary,19547.899327521387
31658,Andrew,Porter,"Scientist, audiological",primary,18396.928189954622
31659,Christina,Fletcher,"Engineer, maintenance",primary,19303.27142808413
31660,Alicia,Lloyd,Telecommunications researcher,primary,17583.10173876172
31661,Teresa,Hall,Chartered loss adjuster,primary,17599.205838974794
31662,Teresa,Robinson,"Lecturer, further education",primary,20236.07908092045
31663,Tabitha,Hanson,"Psychologist, clinical",primary,18088.416679638998
31664,Julie,Jenkins,Clinical research associate,primary,16904.26338577782
31665,Cory,Roberts,Sport and exercise psychologist,secondary,23049.924907697525
31666,Michael,Jones,Ambulance person,primary,16767.35133296922
31667,Cheryl,Hopkins,Office manager,primary,18902.400625407274
31668,Aaron,Downs,Physiotherapist,secondary,21836.981675204865
31669,Lauren,Ball,Occupational psychologist,primary,20839.80537270269
31670,Steve,Lee,Civil Service fast streamer,secondary,23260.433484612244
31671,Dennis,Peterson,Technical author,tertiary,29709.638318730144
31672,Angela,Patel,"Designer, furniture",secondary,20341.4590345113
31673,Briana,Herrera,"Surveyor, minerals",tertiary,29723.879643217762
31674,Michael,Roberts,Tax inspector,secondary,22681.21153255539
31675,Amber,Stewart,"Engineer, biomedical",secondary,22536.95480002572
31676,Dawn,Fleming,Haematologist,primary,17581.090368057747
31677,Melissa,Wright,Control and instrumentation engineer,primary,19737.399521361665
31678,Rodney,Buck,"Surveyor, rural practice",primary,17452.415922476393
31679,Frederick,Williams,Writer,primary,19711.078938074294
31680,Tony,Foster,"Engineer, manufacturing",primary,18775.887151903862
31681,Sheila,Hernandez,"Psychologist, occupational",secondary,21019.307635848807
31682,Jill,Lopez,"Psychologist, prison and probation services",secondary,21797.096172566093
31683,John,Branch,"Teacher, English as a foreign language",primary,17663.451527726076
31684,Dominic,Wright,Air cabin crew,secondary,21788.54970062139
31685,Amy,Cruz,Hydrographic surveyor,primary,17375.48376865113
31686,Krystal,Stewart,"Engineer, communications",secondary,21093.282485900945
31687,Ryan,Reynolds,Adult guidance worker,primary,17493.504461912624
31688,Daniel,Harrison,Environmental education officer,primary,18033.23907336871
31689,Rebecca,Wright,"Scientist, physiological",primary,17189.25542732027
31690,April,Davis,Advertising account executive,primary,16944.685574347823
31691,Jacqueline,Whitaker,"Designer, textile",primary,17620.405403881112
31692,Ryan,Thomas,Hydrographic surveyor,secondary,20672.199843293252
31693,Sandra,Bolton,"Lighting technician, broadcasting/film/video",primary,18504.78335099596
31694,Courtney,Garza,Television floor manager,secondary,20976.35021608622
31695,Connie,Mcdonald,Equality and diversity officer,primary,17912.460195916472
31696,Paul,Reese,Commercial art gallery manager,secondary,21626.327698759378
31697,Justin,Goodwin,Firefighter,secondary,22381.30402720444
31698,Joshua,Mclean,"Accountant, chartered public finance",primary,18152.658501134276
31699,William,Johnson,Health physicist,tertiary,29479.72128316505
31700,Joanna,Sims,"Presenter, broadcasting",primary,17868.595669612205
31701,Jessica,Thompson,Camera operator,primary,17192.82204261956
31702,Craig,Reyes,"Designer, jewellery",primary,18023.805843154583
31703,Lauren,Burton,"Librarian, academic",primary,18266.39120146824
31704,Patrick,Garza,Conference centre manager,secondary,22268.228429328385
31705,Robert,Schneider,Clinical embryologist,primary,18986.153412628802
31706,Michelle,Grant,Pensions consultant,secondary,22133.566082821708
31707,Andrew,Dean,"Psychologist, prison and probation services",primary,17868.368449779166
31708,Andrew,Copeland,"Engineer, biomedical",primary,17721.276774542068
31709,Scott,Walker,"Civil engineer, consulting",primary,19216.554494463056
31710,Monique,Wall,Chiropodist,secondary,21657.968575950898
31711,Vanessa,Thompson,Sports therapist,secondary,21621.267860549553
31712,Cheryl,Hernandez,Museum/gallery curator,primary,18479.048779224177
31713,Casey,Duncan,"Scientist, audiological",tertiary,30239.878652992655
31714,John,Delgado,Research scientist (physical sciences),primary,18146.468990191384
31715,Julia,Simmons,"Editor, commissioning",primary,18127.36173968911
31716,Barry,Steele,Optometrist,secondary,18128.211498134704
31717,Rachel,Davidson,Education administrator,primary,18654.27368894602
31718,Lori,Allen,"Secretary, company",secondary,21875.499292621626
31719,Lisa,Williams,Records manager,secondary,19729.490294025687
31720,Lisa,Wood,English as a second language teacher,secondary,23464.629174024805
31721,David,Wells,Clinical research associate,secondary,22654.42737486959
31722,Michael,Allen,"Journalist, magazine",primary,19730.31792434607
31723,Robin,Davidson,Pension scheme manager,secondary,21418.391655248593
31724,Nicholas,Mcfarland,Counsellor,tertiary,29966.94083142996
31725,Cindy,Kent,Manufacturing systems engineer,primary,16995.766331987375
31726,Alice,Cole,Quality manager,primary,18736.726564535653
31727,John,Shields,Risk manager,primary,17166.466294856455
31728,Joseph,Fernandez,"Horticulturist, commercial",primary,16736.51009951705
31729,Judith,Daugherty,Technical brewer,secondary,21849.64468461498
31730,Carol,Browning,Product manager,primary,18323.753046064903
31731,Makayla,Graham,"Engineer, chemical",primary,18636.958115908117
31732,Samantha,Skinner,"Teacher, secondary school",secondary,22428.004184827456
31733,Molly,Ramirez,Haematologist,primary,19252.008207685343
31734,Christy,Graves,Sports therapist,primary,17172.97979766746
31735,Christina,Barnes,Insurance account manager,secondary,21647.64953379139
31736,Ryan,Walter,"Designer, interior/spatial",primary,16497.17537965295
31737,Jessica,Terry,Barista,tertiary,29868.131509013703
31738,Timothy,Wright,Health visitor,primary,17704.014642481125
31739,Ashley,Williams,Fitness centre manager,primary,18145.423399018222
31740,Curtis,White,Furniture designer,primary,16809.81695166352
31741,John,Miller,Interior and spatial designer,primary,18615.15590965223
31742,Anna,White,Systems analyst,secondary,23205.00589885011
31743,Caitlin,Adams,Chief Operating Officer,primary,17868.48101971465
31744,Kathy,Hill,Television camera operator,tertiary,29412.269904686807
31745,Amy,Ellis,Tax adviser,tertiary,29845.600871703366
31746,Jessica,Moyer,Location manager,primary,17359.98546473768
31747,James,Walker,Insurance claims handler,primary,17860.445994769245
31748,Marc,Calderon,Agricultural engineer,primary,18754.453065402966
31749,Robert,Smith,Trading standards officer,tertiary,30434.418777171035
31750,Kristine,Lloyd,Holiday representative,primary,16635.15949047344
31751,Shaun,Nguyen,"Horticulturist, amenity",primary,17085.66019930918
31752,Darlene,Diaz,Financial planner,primary,17307.014031802333
31753,Jonathan,May,Information officer,secondary,19870.8015135692
31754,Donna,Powell,Outdoor activities/education manager,secondary,22173.37278084303
31755,Jeremiah,Wheeler,Estate agent,secondary,22902.56951801375
31756,Richard,Miller,"Therapist, nutritional",primary,18266.306521928676
31757,Brandon,Bradley,Operational investment banker,secondary,21994.30527677597
31758,Erik,Bowen,Museum education officer,primary,16741.371346301617
31759,Courtney,Gardner,"Engineer, chemical",secondary,22244.211587780537
31760,Priscilla,Ward,"Scientist, physiological",primary,18106.68122035323
31761,Katelyn,Gibbs,Sports therapist,primary,16729.224217073835
31762,Terry,Brown,"Investment banker, corporate",tertiary,29375.97037823315
31763,Jeffrey,Lester,"Engineer, energy",primary,17383.532392619487
31764,Susan,Rivers,"Teacher, special educational needs",primary,17586.392264418548
31765,Alexander,Ingram,Intelligence analyst,tertiary,30213.723354845148
31766,Nicholas,Wyatt,Forensic psychologist,secondary,23253.327094309
31767,Mark,Madden,Ecologist,primary,18076.55400613229
31768,Melissa,Martinez,"Engineer, maintenance",primary,17808.823709082517
31769,Danielle,Rodriguez,"Designer, blown glass/stained glass",primary,17229.2522126762
31770,Kristen,Price,Chartered certified accountant,secondary,22647.63826825482
31771,Anthony,Haas,"Teacher, early years/pre",secondary,21376.949991673184
31772,Crystal,Powell,Broadcast presenter,tertiary,30554.560432892915
31773,Dennis,Ramos,Armed forces logistics/support/administrative officer,primary,17287.70923240531
31774,Daniel,Contreras,"Clinical scientist, histocompatibility and immunogenetics",secondary,20869.359447529692
31775,David,Bell,Clinical research associate,primary,18852.580125565397
31776,Chelsea,Flores,"Scientist, clinical (histocompatibility and immunogenetics)",secondary,21145.97610993463
31777,Scott,Williams,Economist,primary,20586.6625153779
31778,Theresa,Reeves,"Engineer, structural",secondary,21855.984860454173
31779,Roberto,Miller,Dramatherapist,primary,19967.9757754188
31780,Cameron,Wolfe,Corporate investment banker,primary,17616.21925563514
31781,Nicholas,Shelton,Research scientist (medical),primary,19586.653866094985
31782,Susan,Burke,Proofreader,primary,17584.840223798703
31783,Susan,Ayala,Electronics engineer,primary,18360.55516634142
31784,Gregory,Ware,Biomedical scientist,secondary,22860.510328972687
31785,Derrick,Dougherty,Ship broker,tertiary,30086.266554311183
31786,William,Hart,"Geneticist, molecular",primary,17105.91327043053
31787,Cindy,Key,Amenity horticulturist,primary,17617.93977878251
31788,Edward,Sullivan,Hydrogeologist,tertiary,28474.141531204885
31789,Erin,Flores,Advertising account executive,secondary,23126.492875660704
31790,Dustin,Wiggins,Geographical information systems officer,primary,15479.491853016107
31791,Ashley,Stokes,"Production designer, theatre/television/film",primary,19016.675232143534
31792,David,Frazier,Call centre manager,secondary,21057.858648006153
31793,Jack,Jensen,IT trainer,primary,17628.236749633514
31794,Alexis,Cole,Recycling officer,secondary,24137.71686147763
31795,Anna,Ward,"Therapist, horticultural",primary,18026.26269308964
31796,James,Acosta,Risk analyst,tertiary,30669.38368455769
31797,Jonathan,Barnes,Gaffer,primary,17493.475198693875
31798,Stephanie,Welch,Youth worker,primary,19084.40303450917
31799,Anthony,Mitchell,Patent attorney,tertiary,30236.18959359076
31800,Stephen,Ward,"Sales professional, IT",tertiary,30253.405293797947
31801,Danielle,Wilcox,Advertising account executive,secondary,22967.871387081326
31802,Cheyenne,Murphy,"Horticulturist, commercial",tertiary,29010.85622451079
31803,Michael,Lee,IT trainer,primary,17335.930423467795
31804,James,Waller,"Buyer, retail",primary,18849.211344795738
31805,Jill,Jacobs,Barista,primary,17871.544919108255
31806,Laura,Sanders,Research scientist (maths),tertiary,30638.14548994822
31807,Jennifer,Burton,Surgeon,secondary,22447.286228533754
31808,Brad,Warren,"Scientist, biomedical",secondary,21749.49308242424
31809,Wendy,Reed,Quarry manager,secondary,22083.842591693654
31810,Suzanne,Thomas,Government social research officer,primary,17640.70944296372
31811,Megan,Ross,Commercial horticulturist,primary,17405.83240527961
31812,Diane,Wise,Product designer,secondary,22579.203466258234
31813,James,Hansen,Civil Service administrator,secondary,21060.754400155103
31814,Candice,Pena,Armed forces logistics/support/administrative officer,primary,18695.03201285681
31815,Crystal,Riley,Environmental health practitioner,secondary,23388.071387345226
31816,Michelle,Clark,IT technical support officer,primary,19430.342214103057
31817,Dana,Mcguire,Product designer,primary,17844.400724114028
31818,Christine,Velez,Chief Technology Officer,secondary,22401.822698071966
31819,Melissa,Gibbs,Community arts worker,primary,18814.898972539322
31820,Mackenzie,Wilson,Copy,secondary,19502.040585244067
31821,Pamela,Chambers,Records manager,secondary,20916.68941981419
31822,Alexander,Smith,Surgeon,primary,18490.912777212063
31823,Christopher,Sherman,Careers information officer,primary,19081.685305317857
31824,Alexandra,Richards,Paediatric nurse,primary,16243.628382867608
31825,Leslie,Gonzalez,Commercial horticulturist,primary,18812.722195511655
31826,Michelle,Brown,Pension scheme manager,tertiary,29868.89472744066
31827,Tracy,Martin,Marine scientist,tertiary,29186.437946010068
31828,Laura,Simmons,Physiological scientist,secondary,21837.223334326736
31829,Pamela,Randolph,Press photographer,secondary,23045.332231784276
31830,Christopher,Carter,Chartered public finance accountant,primary,16286.40371058911
31831,Gina,Reyes,Optometrist,primary,17232.443866646227
31832,Melissa,Hansen,"Chemist, analytical",primary,18537.79097989341
31833,Marie,Taylor,Corporate investment banker,tertiary,28966.418765337727
31834,Charles,Jones,Chartered management accountant,primary,17005.612572869777
31835,Isabella,Sims,Building services engineer,primary,18281.676453024334
31836,Matthew,Murphy,Hydrologist,primary,18725.872216608146
31837,Shannon,Kirk,Arboriculturist,primary,19195.65211860321
31838,Joseph,Coleman,Careers adviser,tertiary,28403.122262904973
31839,Laura,Martinez,"Librarian, public",tertiary,29222.485735740185
31840,Katherine,Davis,"Pilot, airline",primary,17699.919766399184
31841,Lori,Allen,"Scientist, research (maths)",primary,17560.000782828283
31842,Carlos,Bryant,Horticultural therapist,tertiary,30828.34584803601
31843,Daniel,Reid,Chief Operating Officer,secondary,20817.781651197212
31844,Charles,Kerr,Print production planner,secondary,22986.419341008965
31845,Johnathan,Washington,"Education officer, community",tertiary,28789.21599565912
31846,Linda,Barton,"Engineer, automotive",tertiary,32455.900182112266
31847,Jennifer,Stewart,Comptroller,primary,17013.070013104843
31848,Carlos,Moore,"Engineer, automotive",secondary,22221.88317755976
31849,Kathleen,Lang,Operational investment banker,primary,18238.58225350445
31850,Joshua,Taylor,Product designer,primary,17096.477682838777
31851,James,Love,"Social research officer, government",primary,16703.042965179673
31852,Mary,Wells,Conference centre manager,primary,18704.198568738022
31853,Aaron,Taylor,Financial controller,secondary,20693.04453478529
31854,Andrew,Frank,Prison officer,primary,17758.17560170638
31855,Christina,Tapia,Prison officer,primary,18027.31924055638
31856,Cameron,Parker,English as a foreign language teacher,secondary,20952.52763615275
31857,Stephanie,Holloway,Regulatory affairs officer,secondary,22463.96168468602
31858,Megan,Bishop,Consulting civil engineer,tertiary,30478.635167607885
31859,Isaiah,Boyd,Mechanical engineer,primary,18985.561368650237
31860,Crystal,Lyons,Field trials officer,primary,18361.75123222838
31861,Katherine,Giles,Private music teacher,secondary,21653.729819434277
31862,Brandon,Cross,Interpreter,secondary,22856.69483570308
31863,Gregory,Shelton,Tree surgeon,primary,16602.431566526033
31864,Stephanie,Casey,Health and safety adviser,primary,17689.147300390803
31865,Richard,Johnson,Broadcast presenter,secondary,20916.29533743801
31866,Adrian,Camacho,Information officer,primary,20480.946842178655
31867,Zachary,Anderson,Forensic scientist,secondary,22069.897044741163
31868,Adam,Sweeney,"Engineer, energy",tertiary,29576.573273342285
31869,Linda,Ramos,"Engineer, agricultural",primary,16297.444183803798
31870,Kyle,Smith,"Engineer, civil (contracting)",secondary,21545.96877522052
31871,Cheryl,Walker,Marketing executive,primary,18361.132163648756
31872,Adam,Hawkins,Operational investment banker,secondary,20988.586682470836
31873,Phillip,Christensen,Lawyer,primary,16716.57577841666
31874,Janice,Evans,Training and development officer,primary,17957.48876928876
31875,Randall,Holland,Psychiatrist,secondary,22705.781570696083
31876,Beth,Smith,Meteorologist,primary,17878.83508602653
31877,Mathew,Fleming,Cytogeneticist,primary,18851.942556432074
31878,Jared,Cox,"Pilot, airline",primary,19405.264430301588
31879,Eric,Riddle,Civil Service fast streamer,primary,16266.268772681155
31880,Rebekah,Cooper,Petroleum engineer,primary,17989.35963908951
31881,Angela,Marshall,Armed forces operational officer,secondary,20561.419240642957
31882,Thomas,Yates,Operations geologist,primary,18915.176700112916
31883,Randy,Moore,Barrister,primary,16769.734684071558
31884,Sydney,Ford,Chief Financial Officer,secondary,23199.92014633732
31885,Sabrina,Smith,Landscape architect,primary,16795.123119541284
31886,Wanda,Torres,Consulting civil engineer,secondary,21032.35495521363
31887,Sarah,Nelson,Dispensing optician,tertiary,29201.007111321043
31888,James,James,Lobbyist,tertiary,28818.9006503227
31889,Vanessa,Murphy,Structural engineer,primary,16845.69621146155
31890,Connie,Butler,"Therapist, music",tertiary,30150.73121887355
31891,Steven,Hernandez,Local government officer,primary,16928.635657142695
31892,Kirk,Perry,"Pharmacist, hospital",primary,17627.13894577012
31893,Lauren,Watts,"Accountant, chartered public finance",primary,17419.09890503204
31894,Andrew,Nelson,Physiotherapist,tertiary,30747.368294696786
31895,Katrina,Wheeler,Clinical embryologist,primary,18300.363236067547
31896,Amy,Garcia,Museum/gallery conservator,primary,17309.250569528158
31897,Joseph,Floyd,Legal secretary,secondary,21900.890713208555
31898,Daniel,Mclean,Stage manager,secondary,21174.60238371291
31899,Heather,Norman,"Designer, exhibition/display",tertiary,28644.383623771915
31900,Glenn,Jones,Financial controller,primary,17539.652414312794
31901,Allen,Owens,Drilling engineer,primary,17655.765524229966
31902,Christopher,Lopez,Financial controller,secondary,21910.53192097124
31903,Yolanda,Sanders,Clinical biochemist,primary,18275.421125338165
31904,Jonathan,Watts,"Scientist, physiological",primary,19177.30655289274
31905,Patricia,Acosta,Chartered accountant,primary,15300.647521978488
31906,Larry,Jones,Software engineer,tertiary,30466.28491490322
31907,Eric,Paul,Chief Marketing Officer,primary,18065.376789068338
31908,Tyler,Anthony,Secretary/administrator,primary,19843.938588424226
31909,Gina,Esparza,Financial planner,primary,18680.22292659696
31910,Kevin,Jenkins,Electronics engineer,primary,18612.416108812355
31911,Matthew,Brewer,Volunteer coordinator,primary,18510.158654382496
31912,Kimberly,Hamilton,Advice worker,primary,15642.896492845553
31913,Michael,Cabrera,"Engineer, communications",primary,18033.23907336871
31914,Michael,Mills,Environmental education officer,secondary,22556.47081823816
31915,Denise,Goodwin,Oceanographer,secondary,22802.997227015276
31916,Matthew,Kelly,Ambulance person,primary,18001.200448188774
31917,Jane,Carroll,"Accountant, chartered public finance",primary,17085.66019930918
31918,Austin,Sanchez,Government social research officer,secondary,22961.580171570444
31919,Thomas,Wilson,"Therapist, music",tertiary,31486.099320943064
31920,Brianna,Gray,Medical sales representative,primary,19221.81042185922
31921,Danielle,Kemp,"Surveyor, hydrographic",primary,16660.95661129918
31922,Kathy,Wood,"Programmer, applications",primary,18746.116729410733
31923,Laura,Hernandez,Music tutor,primary,14765.442101942757
31924,Sheila,Roberts,Jewellery designer,primary,18341.28135555456
31925,Crystal,Villa,"Designer, textile",secondary,20860.477787176977
31926,Christopher,Williamson,Phytotherapist,tertiary,30031.973569433834
31927,Anna,Johnson,Lobbyist,primary,16976.074328268467
31928,William,Walsh,"Education officer, community",primary,18499.922071869525
31929,Terry,Bennett,"Therapist, occupational",secondary,22367.520880011594
31930,Kelly,Swanson,"Engineer, structural",primary,18316.11391565238
31931,Marilyn,Smith,"Producer, radio",primary,19155.231237256507
31932,Richard,Mitchell,Chief Executive Officer,primary,18283.20091101341
31933,Amanda,Williamson,"Production assistant, television",secondary,21182.63620994972
31934,Bridget,Barr,Nature conservation officer,secondary,21085.78084781502
31935,Tim,Nichols,Homeopath,primary,16510.696629881717
31936,Daniel,Solis,Race relations officer,primary,17967.24181638126
31937,Gerald,Parker,"Engineer, mining",secondary,21946.811331575103
31938,Mia,Thomas,"Psychotherapist, child",primary,18505.10830828111
31939,Susan,Nguyen,"Editor, commissioning",primary,18839.91121779061
31940,Meredith,Evans,Music tutor,primary,18243.795385066544
31941,Jenna,Moore,Control and instrumentation engineer,primary,17663.641670834637
31942,Joanne,King,"Therapist, sports",secondary,23019.262459002246
31943,Derek,Stevens,Insurance risk surveyor,tertiary,30908.56373589911
31944,Blake,Francis,Academic librarian,tertiary,28672.54635894871
31945,Kelly,Lucas,Quality manager,secondary,21405.958665598955
31946,Karen,Johnson,Press photographer,secondary,22953.750568901698
31947,David,Nguyen,"Development worker, international aid",tertiary,29601.069638798497
31948,Dawn,Johnson,"Designer, furniture",primary,18967.264089127493
31949,Lisa,Flores,"Designer, multimedia",secondary,21739.705144775642
31950,Michael,Cantrell,Social worker,primary,19405.060686882374
31951,Michael,Wright,"Editor, commissioning",primary,16542.023139915065
31952,Lisa,Jones,Audiological scientist,primary,18498.2004010266
31953,Jody,Johnston,"Teacher, primary school",secondary,20431.380966226392
31954,Kelly,Edwards,Bonds trader,primary,17971.6057490476
31955,Jim,Morris,Geographical information systems officer,primary,17080.984868279585
31956,Stephen,Weiss,Heritage manager,primary,16313.446817273576
31957,Michael,Thomas,Pharmacologist,secondary,23238.977459021502
31958,Joseph,David,Film/video editor,secondary,21779.99814496591
31959,Amy,Garcia,"Scientist, water quality",primary,16682.015309356902
31960,Miguel,Barr,Horticultural therapist,secondary,22077.850595833283
31961,Daniel,Powell,Social worker,primary,17817.320701985263
31962,Dylan,Little,"Designer, textile",tertiary,31203.9824416801
31963,Amber,Warren,"Physicist, medical",tertiary,30039.247807378197
31964,Gerald,Gillespie,Catering manager,primary,19990.595132380633
31965,Kevin,Calhoun,Animator,primary,17267.441511426736
31966,Christine,Morgan,Trade union research officer,primary,16401.360906327936
31967,Jessica,Kent,Advertising art director,primary,17880.53728282074
31968,Ashley,Campbell,Banker,tertiary,30714.2161025232
31969,Sherry,Blanchard,Air broker,primary,17904.793392083582
31970,Tasha,Martin,Cartographer,primary,17391.658977122843
31971,Nicholas,Everett,"Doctor, general practice",primary,17456.849929213382
31972,Jerome,Scott,Museum education officer,primary,18746.57173877277
31973,Savannah,Cook,Senior tax professional/tax inspector,primary,17914.905037871744
31974,Stacey,Brady,"Designer, graphic",primary,15074.607002130115
31975,Samantha,Jacobs,"Radiographer, diagnostic",primary,17492.5776837676
31976,Mary,Buckley,Dealer,primary,18664.532358111053
31977,Emily,Mcpherson,Television floor manager,primary,18401.419270029946
31978,David,Harrison,Comptroller,primary,17256.026716655753
31979,Casey,Harding,Psychotherapist,tertiary,30814.624646845023
31980,Susan,Bowers,International aid/development worker,primary,18682.242150677233
31981,Tracy,Stewart,Forensic scientist,tertiary,30360.84620702974
31982,Alicia,Hubbard,"Biochemist, clinical",secondary,22987.109611538825
31983,Anna,Buckley,Arts development officer,tertiary,28872.63849211264
31984,Sue,Koch,Clinical embryologist,primary,17914.443353731094
31985,Olivia,Freeman,TEFL teacher,primary,17452.34348491812
31986,Joanna,Lopez,Telecommunications researcher,secondary,21500.14501398328
31987,Bryan,Dunn,Quantity surveyor,tertiary,29412.138146175275
31988,Alejandra,Ford,Quarry manager,primary,18948.547509299828
31989,Eric,Leach,"Accountant, chartered",primary,18403.211320442373
31990,Sharon,Smith,Police officer,primary,19063.682596127783
31991,Felicia,Harrington,Retail manager,secondary,22841.24103024593
31992,Tammy,May,"Geologist, engineering",primary,17730.814523890673
31993,Joseph,Mitchell,Glass blower/designer,tertiary,30146.644192819924
31994,Amanda,Jackson,Retail manager,secondary,22158.54601616315
31995,Rodney,Sullivan,"Engineer, materials",primary,17274.320074880474
31996,Bryan,Watts,"Biochemist, clinical",primary,17476.89206279705
31997,Brandon,Patterson,Careers adviser,tertiary,28749.40844423983
31998,Lauren,Bauer,Personal assistant,secondary,21324.80962571603
31999,Jane,Mckenzie,Adult guidance worker,primary,18525.17529349531
32000,Christopher,Benjamin,Civil Service fast streamer,tertiary,30774.650000728474
32001,Heather,Harris,Rural practice surveyor,primary,17220.12385866975
32002,Richard,Roy,Advertising art director,secondary,22797.571280280696
32003,Mariah,Duffy,Secretary/administrator,secondary,23579.64930136963
32004,Heather,Silva,Dance movement psychotherapist,secondary,22657.28341092294
32005,Karen,Wilson,"Therapist, occupational",secondary,22263.58386715509
32006,Roberta,Fernandez,Dance movement psychotherapist,primary,18168.43240265184
32007,Eric,Smith,Records manager,primary,18634.14646801063
32008,Paul,Carrillo,Quarry manager,primary,19178.412007679126
32009,Christopher,Stevens,Senior tax professional/tax inspector,secondary,20623.321165726877
32010,Samantha,Simpson,Retail buyer,primary,19227.946855686507
32011,Danny,Medina,Web designer,primary,17013.31537208197
32012,Denise,Harris,Herbalist,secondary,23076.35959467487
32013,Melinda,Martinez,"Teacher, adult education",primary,19500.573097088185
32014,Daniel,Mahoney,Engineering geologist,tertiary,31172.41341473768
32015,Mark,Howell,"Therapist, drama",primary,17187.213940572256
32016,Ashley,Prince,Special educational needs teacher,primary,16727.874691050267
32017,Rick,Holt,Financial risk analyst,secondary,22171.166703559946
32018,Courtney,Roberts,"Designer, television/film set",tertiary,30920.593563331076
32019,Rebecca,Martin,Soil scientist,secondary,22221.9051887892
32020,David,Burke,"Engineer, electronics",primary,16195.053945890984
32021,Karen,Lopez,Town planner,primary,17347.840786941448
32022,John,Cervantes,Youth worker,primary,16878.672573009753
32023,Devon,Graves,"Civil engineer, contracting",tertiary,30620.909569783515
32024,David,Ritter,Arboriculturist,primary,17299.688767414667
32025,Ryan,Sweeney,"Editor, film/video",primary,17968.831143665702
32026,Renee,Garrett,Sub,primary,18928.35115547708
32027,Connie,Smith,Archaeologist,primary,18427.617647290237
32028,Kristina,Hart,Water engineer,primary,19146.74106786174
32029,John,Peterson,Operational investment banker,primary,18025.20773854138
32030,Jonathan,Moyer,Veterinary surgeon,secondary,21918.191741403713
32031,Bradley,Osborne,"Sales professional, IT",primary,18371.012945007184
32032,Joanna,Shelton,"Development worker, international aid",primary,17872.927959809374
32033,Mark,Hahn,Ergonomist,primary,16411.481973032867
32034,David,White,Equality and diversity officer,tertiary,29734.51591097959
32035,Aaron,White,"Engineer, civil (contracting)",tertiary,31396.697087629473
32036,Audrey,Cortez,"Nurse, adult",secondary,21933.792822673488
32037,Randall,Patterson,Mudlogger,tertiary,30473.129712361893
32038,William,Perez,Charity officer,secondary,19526.659550561348
32039,Lynn,Day,"Research officer, political party",secondary,22921.954012522197
32040,Melissa,Sims,Claims inspector/assessor,primary,18995.141250958997
32041,Judith,Alvarez,Claims inspector/assessor,secondary,23351.55808931212
32042,Anthony,Reyes,Museum/gallery exhibitions officer,secondary,21141.991975166453
32043,Joann,Green,"Scientist, biomedical",primary,19751.572419968772
32044,Cory,Thomas,Ranger/warden,secondary,22588.124793687133
32045,Tracey,Pacheco,Building services engineer,primary,18311.784150506894
32046,Michael,Ali,"Designer, exhibition/display",secondary,23889.26329437345
32047,Maria,Palmer,"Administrator, local government",primary,17783.803635999066
32048,Charles,Shelton,Set designer,tertiary,29997.0385917526
32049,Andrew,Baker,Risk manager,secondary,23291.6349725937
32050,Kelsey,Wall,"Merchandiser, retail",secondary,21872.620809884094
32051,Luke,Adams,Technical sales engineer,primary,19585.411087474105
32052,Crystal,Green,Airline pilot,primary,18601.956542270927
32053,Jennifer,Johnson,Exhibition designer,primary,17289.791044574704
32054,Craig,Mccann,Chief of Staff,primary,18188.814868021233
32055,John,Lester,Product designer,primary,18643.04730195487
32056,Kim,Douglas,Dietitian,secondary,21893.99947014935
32057,Tracy,Sweeney,Health service manager,tertiary,32155.575385580956
32058,Michael,Williams,Museum education officer,tertiary,30174.173789480865
32059,Jeffrey,Valdez,Haematologist,primary,19722.96535049407
32060,John,Rodriguez,"Education officer, museum",primary,16719.548961979744
32061,Bryan,Rowe,Materials engineer,primary,17903.04120676396
32062,Michelle,Trujillo,"Research officer, trade union",secondary,21845.93640391578
32063,Angela,Taylor,Licensed conveyancer,primary,20298.2218024042
32064,Deborah,Fitzgerald,Video editor,secondary,22226.234875397586
32065,James,Harris,Interpreter,primary,17029.347286876186
